Hour,Latitude,Longitude,PM10
2,28.7501,77.1177,422.25
3,28.7501,77.1177,462.75
4,28.7501,77.1177,508.75
5,28.7501,77.1177,516
6,28.7501,77.1177,460.5
7,28.7501,77.1177,425
8,28.7501,77.1177,421
9,28.7501,77.1177,433.75
10,28.7501,77.1177,361.5
11,28.7501,77.1177,285.25
12,28.7501,77.1177,332.75
13,28.7501,77.1177,324
14,28.7501,77.1177,315
15,28.7501,77.1177,329
16,28.7501,77.1177,344.75
17,28.7501,77.1177,304.25
18,28.7501,77.1177,416.25
19,28.7501,77.1177,420
20,28.7501,77.1177,420
21,28.7501,77.1177,387.25
22,28.7501,77.1177,348.25
23,28.7501,77.1177,374
0,28.7501,77.1177,276.5
1,28.7501,77.1177,233.25
2,28.7501,77.1177,284.75
3,28.7501,77.1177,248.25
4,28.7501,77.1177,300.5
5,28.7501,77.1177,237.25
6,28.7501,77.1177,201.25
7,28.7501,77.1177,167.25
8,28.7501,77.1177,192.75
9,28.7501,77.1177,198
10,28.7501,77.1177,203
11,28.7501,77.1177,197
12,28.7501,77.1177,197
13,28.7501,77.1177,241.75
14,28.7501,77.1177,247.75
15,28.7501,77.1177,266.75
16,28.7501,77.1177,292.5
17,28.7501,77.1177,342.75
18,28.7501,77.1177,317.25
19,28.7501,77.1177,380.75
20,28.7501,77.1177,369
21,28.7501,77.1177,260.75
22,28.7501,77.1177,251
23,28.7501,77.1177,267.75
0,28.7501,77.1177,244
1,28.7501,77.1177,208.25
2,28.7501,77.1177,216
3,28.7501,77.1177,148.5
4,28.7501,77.1177,144
5,28.7501,77.1177,144
6,28.7501,77.1177,179.75
7,28.7501,77.1177,221.75
8,28.7501,77.1177,222
9,28.7501,77.1177,271.75
10,28.7501,77.1177,290
11,28.7501,77.1177,378.5
12,28.7501,77.1177,425.75
13,28.7501,77.1177,559
14,28.7501,77.1177,607.75
15,28.7501,77.1177,702.5
16,28.7501,77.1177,445.5
17,28.7501,77.1177,291
18,28.7501,77.1177,223.5
19,28.7501,77.1177,286.75
20,28.7501,77.1177,266.25
21,28.7501,77.1177,240.25
22,28.7501,77.1177,236
23,28.7501,77.1177,414
0,28.7501,77.1177,363.5
1,28.7501,77.1177,277.5
2,28.7501,77.1177,238.25
3,28.7501,77.1177,182.25
4,28.7501,77.1177,241.75
5,28.7501,77.1177,260.75
6,28.7501,77.1177,186.5
7,28.7501,77.1177,190
8,28.7501,77.1177,299.5
9,28.7501,77.1177,272
10,28.7501,77.1177,288.75
11,28.7501,77.1177,358.5
14,28.7501,77.1177,312
15,28.7501,77.1177,382.5
16,28.7501,77.1177,271.75
17,28.7501,77.1177,166.5
18,28.7501,77.1177,140.25
19,28.7501,77.1177,229.5
20,28.7501,77.1177,285.5
21,28.7501,77.1177,444
22,28.7501,77.1177,536.5
23,28.7501,77.1177,369
0,28.7501,77.1177,378.75
1,28.7501,77.1177,331.25
2,28.7501,77.1177,327
3,28.7501,77.1177,373.75
4,28.7501,77.1177,388
5,28.7501,77.1177,309.5
6,28.7501,77.1177,338
7,28.7501,77.1177,426.5
8,28.7501,77.1177,417
9,28.7501,77.1177,408
10,28.7501,77.1177,413
11,28.7501,77.1177,388
12,28.7501,77.1177,408.75
13,28.7501,77.1177,233
14,28.7501,77.1177,163.5
15,28.7501,77.1177,197
16,28.7501,77.1177,157.25
17,28.7501,77.1177,150
18,28.7501,77.1177,168
19,28.7501,77.1177,314.25
20,28.7501,77.1177,418.5
21,28.7501,77.1177,308.75
22,28.7501,77.1177,386.5
23,28.7501,77.1177,523.25
0,28.7501,77.1177,579.5
1,28.7501,77.1177,485.5
2,28.7501,77.1177,435.5
3,28.7501,77.1177,525.5
4,28.7501,77.1177,471.25
5,28.7501,77.1177,489.75
6,28.7501,77.1177,460.25
7,28.7501,77.1177,482.75
8,28.7501,77.1177,503
9,28.7501,77.1177,521
11,28.7501,77.1177,294.5
12,28.7501,77.1177,246.25
14,28.7501,77.1177,381
15,28.7501,77.1177,251.75
16,28.7501,77.1177,263
17,28.7501,77.1177,226
18,28.7501,77.1177,220
19,28.7501,77.1177,418.75
20,28.7501,77.1177,467.75
21,28.7501,77.1177,477
22,28.7501,77.1177,393.5
23,28.7501,77.1177,379
0,28.7501,77.1177,285.5
1,28.7501,77.1177,274
2,28.7501,77.1177,255.25
3,28.7501,77.1177,239.25
4,28.7501,77.1177,302.5
5,28.7501,77.1177,378.75
6,28.7501,77.1177,417.75
7,28.7501,77.1177,453.75
8,28.7501,77.1177,402.25
9,28.7501,77.1177,370.25
10,28.7501,77.1177,374
11,28.7501,77.1177,301.25
12,28.7501,77.1177,271.25
13,28.7501,77.1177,324.75
14,28.7501,77.1177,326
15,28.7501,77.1177,314
16,28.7501,77.1177,372.75
17,28.7501,77.1177,373.75
18,28.7501,77.1177,521.25
19,28.7501,77.1177,543.75
20,28.7501,77.1177,395
21,28.7501,77.1177,531
22,28.7501,77.1177,504
23,28.7501,77.1177,542.75
0,28.7501,77.1177,556.75
1,28.7501,77.1177,518.25
2,28.7501,77.1177,513
3,28.7501,77.1177,492.25
4,28.7501,77.1177,589.5
5,28.7501,77.1177,491.5
6,28.7501,77.1177,547.75
7,28.7501,77.1177,568.75
8,28.7501,77.1177,607.75
9,28.7501,77.1177,397.25
10,28.7501,77.1177,280.75
11,28.7501,77.1177,255
12,28.7501,77.1177,199.25
13,28.7501,77.1177,211.75
14,28.7501,77.1177,200
15,28.7501,77.1177,197
16,28.7501,77.1177,224.75
17,28.7501,77.1177,223
18,28.7501,77.1177,249.75
19,28.7501,77.1177,265
20,28.7501,77.1177,286
21,28.7501,77.1177,284
22,28.7501,77.1177,286.75
23,28.7501,77.1177,247.25
0,28.7501,77.1177,240
1,28.7501,77.1177,191.25
2,28.7501,77.1177,192
3,28.7501,77.1177,235.75
4,28.7501,77.1177,212
5,28.7501,77.1177,239.75
6,28.7501,77.1177,198.25
7,28.7501,77.1177,190
8,28.7501,77.1177,233.75
9,28.7501,77.1177,263.75
10,28.7501,77.1177,258.25
11,28.7501,77.1177,309.75
12,28.7501,77.1177,336
13,28.7501,77.1177,288.25
14,28.7501,77.1177,316.75
15,28.7501,77.1177,263.25
16,28.7501,77.1177,250.25
17,28.7501,77.1177,252
18,28.7501,77.1177,231
19,28.7501,77.1177,213
20,28.7501,77.1177,224
21,28.7501,77.1177,231
22,28.7501,77.1177,255
23,28.7501,77.1177,187.25
0,28.7501,77.1177,87.5
1,28.7501,77.1177,119.75
4,28.7501,77.1177,95
5,28.7501,77.1177,74
6,28.7501,77.1177,64
7,28.7501,77.1177,53
8,28.7501,77.1177,38
9,28.7501,77.1177,41
10,28.7501,77.1177,61
11,28.7501,77.1177,66
12,28.7501,77.1177,55
13,28.7501,77.1177,47
14,28.7501,77.1177,29
15,28.7501,77.1177,23
16,28.7501,77.1177,26
17,28.7501,77.1177,29
18,28.7501,77.1177,44
19,28.7501,77.1177,87
20,28.7501,77.1177,147.75
21,28.7501,77.1177,109.25
22,28.7501,77.1177,144
23,28.7501,77.1177,93.25
0,28.7501,77.1177,101
1,28.7501,77.1177,64.25
2,28.7501,77.1177,67
3,28.7501,77.1177,60
4,28.7501,77.1177,155.75
5,28.7501,77.1177,112
6,28.7501,77.1177,93.25
7,28.7501,77.1177,81
8,28.7501,77.1177,93
9,28.7501,77.1177,106
10,28.7501,77.1177,79
11,28.7501,77.1177,86
12,28.7501,77.1177,108.75
13,28.7501,77.1177,105
14,28.7501,77.1177,71
15,28.7501,77.1177,58
16,28.7501,77.1177,66
11,28.6294,77.2413,53.5
12,28.6294,77.2413,119.25
13,28.6294,77.2413,129.75
14,28.6294,77.2413,148
15,28.6294,77.2413,112.5
16,28.6294,77.2413,91
17,28.6294,77.2413,116
18,28.6294,77.2413,148.75
19,28.6294,77.2413,153.5
20,28.6294,77.2413,231.75
21,28.6294,77.2413,298.75
22,28.6294,77.2413,341.25
23,28.6294,77.2413,342.25
0,28.6294,77.2413,320.75
1,28.6294,77.2413,295
2,28.6294,77.2413,276
3,28.6294,77.2413,276.5
4,28.6294,77.2413,267.5
5,28.6294,77.2413,253.5
6,28.6294,77.2413,248.5
7,28.6294,77.2413,223.75
8,28.6294,77.2413,235
9,28.6294,77.2413,282
10,28.6294,77.2413,267
11,28.6294,77.2413,200.25
14,28.6294,77.2413,50
15,28.6294,77.2413,119
16,28.6294,77.2413,121.25
17,28.6294,77.2413,117
18,28.6294,77.2413,140.25
19,28.6294,77.2413,179.5
20,28.6294,77.2413,230.25
21,28.6294,77.2413,276.25
22,28.6294,77.2413,299.75
23,28.6294,77.2413,284.25
0,28.6294,77.2413,268.5
1,28.6294,77.2413,266.25
2,28.6294,77.2413,236.5
3,28.6294,77.2413,206.75
4,28.6294,77.2413,227.5
5,28.6294,77.2413,274.5
6,28.6294,77.2413,259.25
7,28.6294,77.2413,260
8,28.6294,77.2413,272
9,28.6294,77.2413,286.5
10,28.6294,77.2413,268
11,28.6294,77.2413,242.5
12,28.6294,77.2413,188.75
13,28.6294,77.2413,161.5
14,28.6294,77.2413,141.75
15,28.6294,77.2413,135.25
16,28.6294,77.2413,132
17,28.6294,77.2413,135.75
18,28.6294,77.2413,155.5
19,28.6294,77.2413,165.75
20,28.6294,77.2413,173.5
21,28.6294,77.2413,159.25
22,28.6294,77.2413,159.25
23,28.6294,77.2413,138.25
0,28.6294,77.2413,121.25
1,28.6294,77.2413,118.5
2,28.6294,77.2413,111.25
3,28.6294,77.2413,109
4,28.6294,77.2413,115
5,28.6294,77.2413,111
6,28.6294,77.2413,103.5
7,28.6294,77.2413,104.25
8,28.6294,77.2413,146
9,28.6294,77.2413,170.75
10,28.6294,77.2413,175.5
11,28.6294,77.2413,161.25
12,28.6294,77.2413,126.5
13,28.6294,77.2413,112.75
14,28.6294,77.2413,113.75
15,28.6294,77.2413,115.5
16,28.6294,77.2413,107.75
17,28.6294,77.2413,103.5
18,28.6294,77.2413,117.75
19,28.6294,77.2413,119
20,28.6294,77.2413,121.5
21,28.6294,77.2413,126
22,28.6294,77.2413,113.25
23,28.6294,77.2413,105.75
0,28.6294,77.2413,115.5
1,28.6294,77.2413,119
2,28.6294,77.2413,113.75
3,28.6294,77.2413,110
4,28.6294,77.2413,109.75
5,28.6294,77.2413,105
6,28.6294,77.2413,113.75
7,28.6294,77.2413,123.25
8,28.6294,77.2413,127.25
9,28.6294,77.2413,135.75
10,28.6294,77.2413,131.5
11,28.6294,77.2413,117.25
12,28.6294,77.2413,115.25
13,28.6294,77.2413,106.75
14,28.6294,77.2413,132.25
15,28.6294,77.2413,128.5
16,28.6294,77.2413,104.25
17,28.6294,77.2413,88.75
18,28.6294,77.2413,81
19,28.6294,77.2413,98
20,28.6294,77.2413,100.5
21,28.6294,77.2413,101
22,28.6294,77.2413,102.25
23,28.6294,77.2413,96.5
0,28.6294,77.2413,96.5
1,28.6294,77.2413,101.5
2,28.6294,77.2413,108.5
3,28.6294,77.2413,95.75
4,28.6294,77.2413,94
5,28.6294,77.2413,114
6,28.6294,77.2413,111
7,28.6294,77.2413,102.25
8,28.6294,77.2413,118.75
9,28.6294,77.2413,145.5
10,28.6294,77.2413,152.25
11,28.6294,77.2413,146.5
12,28.6294,77.2413,123.25
13,28.6294,77.2413,121.5
14,28.6294,77.2413,120.75
15,28.6294,77.2413,117.5
16,28.6294,77.2413,115.75
17,28.6294,77.2413,93.75
18,28.6294,77.2413,90
19,28.6294,77.2413,112.75
20,28.6294,77.2413,139.25
21,28.6294,77.2413,158.75
22,28.6294,77.2413,147.5
23,28.6294,77.2413,147.75
0,28.6294,77.2413,154.5
1,28.6294,77.2413,153.25
2,28.6294,77.2413,165.75
3,28.6294,77.2413,176
4,28.6294,77.2413,164.75
5,28.6294,77.2413,173.25
6,28.6294,77.2413,202.5
7,28.6294,77.2413,153.75
8,28.6294,77.2413,135
9,28.6294,77.2413,158.5
10,28.6294,77.2413,188.75
11,28.6294,77.2413,204.75
12,28.6294,77.2413,192.5
13,28.6294,77.2413,175
14,28.6294,77.2413,115.75
15,28.6294,77.2413,80
16,28.6294,77.2413,82
17,28.6294,77.2413,88.5
18,28.6294,77.2413,102.25
19,28.6294,77.2413,146.75
20,28.6294,77.2413,203.5
21,28.6294,77.2413,259
22,28.6294,77.2413,261.5
23,28.6294,77.2413,266.5
0,28.6294,77.2413,234
1,28.6294,77.2413,213
2,28.6294,77.2413,219.75
3,28.6294,77.2413,234.25
4,28.6294,77.2413,250.5
5,28.6294,77.2413,287.25
6,28.6294,77.2413,345
7,28.6294,77.2413,355.25
8,28.6294,77.2413,343.25
9,28.6294,77.2413,354.75
10,28.6294,77.2413,319.75
11,28.6294,77.2413,217
12,28.6294,77.2413,158.75
13,28.6294,77.2413,116.75
14,28.6294,77.2413,85.75
15,28.6294,77.2413,66.75
16,28.6294,77.2413,72.75
17,28.6294,77.2413,87.5
18,28.6294,77.2413,93.75
19,28.6294,77.2413,126
20,28.6294,77.2413,168.75
21,28.6294,77.2413,189.5
22,28.6294,77.2413,173.5
23,28.6294,77.2413,158.25
0,28.6294,77.2413,151.5
1,28.6294,77.2413,168.5
2,28.6294,77.2413,155.25
3,28.6294,77.2413,154.75
4,28.6294,77.2413,178
5,28.6294,77.2413,194.75
6,28.6294,77.2413,197.5
7,28.6294,77.2413,195
8,28.6294,77.2413,222.25
9,28.6294,77.2413,228
10,28.6294,77.2413,192.25
11,28.6294,77.2413,208
12,28.6294,77.2413,178.25
13,28.6294,77.2413,139.25
14,28.6294,77.2413,94.25
15,28.6294,77.2413,100
16,28.6294,77.2413,112.25
17,28.6294,77.2413,119
18,28.6294,77.2413,131.25
19,28.6294,77.2413,155.25
20,28.6294,77.2413,198
21,28.6294,77.2413,246.5
22,28.6294,77.2413,273
23,28.6294,77.2413,293.75
0,28.6294,77.2413,265.75
1,28.6294,77.2413,296.75
2,28.6294,77.2413,283
3,28.6294,77.2413,263.5
4,28.6294,77.2413,256.25
5,28.6294,77.2413,279.25
6,28.6294,77.2413,302.75
7,28.6294,77.2413,322
8,28.6294,77.2413,325.75
9,28.6294,77.2413,248
10,28.6294,77.2413,205.25
11,28.6294,77.2413,161.25
12,28.6294,77.2413,133
13,28.6294,77.2413,139.75
14,28.6294,77.2413,136.75
15,28.6294,77.2413,144.5
16,28.6294,77.2413,138.25
17,28.6294,77.2413,159.75
18,28.6294,77.2413,205.25
19,28.6294,77.2413,149.25
20,28.6294,77.2413,181.75
21,28.6294,77.2413,173.75
22,28.6294,77.2413,168.5
23,28.6294,77.2413,165
0,28.6294,77.2413,161.5
1,28.6294,77.2413,139.5
2,28.6294,77.2413,142
3,28.6294,77.2413,156.5
4,28.6294,77.2413,168
5,28.6294,77.2413,169.25
6,28.6294,77.2413,176
7,28.6294,77.2413,183.5
8,28.6294,77.2413,198
9,28.6294,77.2413,190.25
10,28.6294,77.2413,174.25
11,28.6294,77.2413,162.25
12,28.6294,77.2413,161.25
13,28.6294,77.2413,144
14,28.6294,77.2413,137.75
15,28.6294,77.2413,129
16,28.6294,77.2413,116.25
17,28.6294,77.2413,169.5
18,28.6294,77.2413,210.25
19,28.6294,77.2413,282.25
20,28.6294,77.2413,292.5
21,28.6294,77.2413,279
22,28.6294,77.2413,278
23,28.6294,77.2413,288.75
0,28.6294,77.2413,248.5
1,28.6294,77.2413,209.75
2,28.6294,77.2413,185.25
3,28.6294,77.2413,102.75
4,28.6294,77.2413,30
5,28.6294,77.2413,43.5
6,28.6294,77.2413,33
8,28.6294,77.2413,48
9,28.6294,77.2413,78.25
10,28.6294,77.2413,105
11,28.6294,77.2413,92.25
12,28.6294,77.2413,111.5
13,28.6294,77.2413,56.5
14,28.6294,77.2413,42.75
15,28.6294,77.2413,45
16,28.6294,77.2413,56.75
17,28.6294,77.2413,65.5
18,28.6294,77.2413,72.5
0,28.6823,77.0349,361
1,28.6823,77.0349,342.5
2,28.6823,77.0349,339.25
3,28.6823,77.0349,449
4,28.6823,77.0349,594.25
5,28.6823,77.0349,438.25
6,28.6823,77.0349,311.5
7,28.6823,77.0349,337.25
8,28.6823,77.0349,412.75
9,28.6823,77.0349,451
10,28.6823,77.0349,413.5
11,28.6823,77.0349,290.25
12,28.6823,77.0349,301.75
13,28.6823,77.0349,184.5
14,28.6823,77.0349,178
15,28.6823,77.0349,207.5
16,28.6823,77.0349,201.75
17,28.6823,77.0349,215
18,28.6823,77.0349,298.5
19,28.6823,77.0349,356.25
20,28.6823,77.0349,489.75
21,28.6823,77.0349,510
22,28.6823,77.0349,452.25
23,28.6823,77.0349,367
0,28.6823,77.0349,382.75
1,28.6823,77.0349,371.25
2,28.6823,77.0349,419.5
3,28.6823,77.0349,534
4,28.6823,77.0349,550.25
5,28.6823,77.0349,565.25
6,28.6823,77.0349,668.75
7,28.6823,77.0349,580.75
8,28.6823,77.0349,434
9,28.6823,77.0349,503.25
10,28.6823,77.0349,559.75
11,28.6823,77.0349,476.75
12,28.6823,77.0349,276.75
13,28.6823,77.0349,233.75
14,28.6823,77.0349,233
15,28.6823,77.0349,182.75
16,28.6823,77.0349,192.75
17,28.6823,77.0349,209
18,28.6823,77.0349,318.5
19,28.6823,77.0349,436.25
20,28.6823,77.0349,366
21,28.6823,77.0349,436.25
22,28.6823,77.0349,439.5
23,28.6823,77.0349,411
0,28.6823,77.0349,493.75
1,28.6823,77.0349,731.25
2,28.6823,77.0349,641.75
3,28.6823,77.0349,444
4,28.6823,77.0349,367.5
5,28.6823,77.0349,362.75
6,28.6823,77.0349,339.5
7,28.6823,77.0349,380
8,28.6823,77.0349,446
9,28.6823,77.0349,458.5
10,28.6823,77.0349,570.5
11,28.6823,77.0349,382.25
12,28.6823,77.0349,363
13,28.6823,77.0349,400.75
14,28.6823,77.0349,481.25
15,28.6823,77.0349,382.75
16,28.6823,77.0349,283.25
17,28.6823,77.0349,240.25
18,28.6823,77.0349,266.25
19,28.6823,77.0349,277.25
20,28.6823,77.0349,351
21,28.6823,77.0349,313.25
22,28.6823,77.0349,208.5
23,28.6823,77.0349,175.75
0,28.6823,77.0349,176
1,28.6823,77.0349,213.25
2,28.6823,77.0349,208.5
3,28.6823,77.0349,214.5
4,28.6823,77.0349,205.75
5,28.6823,77.0349,141.5
6,28.6823,77.0349,169.25
7,28.6823,77.0349,249.25
8,28.6823,77.0349,318.5
9,28.6823,77.0349,334.25
10,28.6823,77.0349,270
11,28.6823,77.0349,265.5
12,28.6823,77.0349,297
13,28.6823,77.0349,225.5
14,28.6823,77.0349,255.75
15,28.6823,77.0349,257
16,28.6823,77.0349,251
17,28.6823,77.0349,257
18,28.6823,77.0349,220.5
19,28.6823,77.0349,210.5
20,28.6823,77.0349,207
21,28.6823,77.0349,257.75
22,28.6823,77.0349,212
23,28.6823,77.0349,198.25
0,28.6823,77.0349,159.5
1,28.6823,77.0349,168.5
2,28.6823,77.0349,173.5
3,28.6823,77.0349,183.25
4,28.6823,77.0349,226.75
5,28.6823,77.0349,248.75
6,28.6823,77.0349,138.5
7,28.6823,77.0349,115.5
8,28.6823,77.0349,127.75
9,28.6823,77.0349,179.75
10,28.6823,77.0349,204.5
11,28.6823,77.0349,206.25
12,28.6823,77.0349,288
13,28.6823,77.0349,365.25
14,28.6823,77.0349,544.5
15,28.6823,77.0349,570
16,28.6823,77.0349,356.75
17,28.6823,77.0349,242.75
18,28.6823,77.0349,206.5
19,28.6823,77.0349,216
20,28.6823,77.0349,188
21,28.6823,77.0349,188.75
22,28.6823,77.0349,170
23,28.6823,77.0349,156.75
0,28.6823,77.0349,143.75
1,28.6823,77.0349,145
2,28.6823,77.0349,154
3,28.6823,77.0349,172.25
4,28.6823,77.0349,195
5,28.6823,77.0349,179.75
6,28.6823,77.0349,169.25
7,28.6823,77.0349,153.5
8,28.6823,77.0349,211.25
9,28.6823,77.0349,265.75
10,28.6823,77.0349,269.25
11,28.6823,77.0349,244.5
12,28.6823,77.0349,242
13,28.6823,77.0349,275.5
14,28.6823,77.0349,271.5
15,28.6823,77.0349,254
16,28.6823,77.0349,217.5
17,28.6823,77.0349,200
18,28.6823,77.0349,252.5
19,28.6823,77.0349,322.5
20,28.6823,77.0349,271.5
21,28.6823,77.0349,202
22,28.6823,77.0349,245
23,28.6823,77.0349,350.5
0,28.6823,77.0349,377
1,28.6823,77.0349,409.5
2,28.6823,77.0349,421.5
3,28.6823,77.0349,337
4,28.6823,77.0349,361.5
5,28.6823,77.0349,389.5
6,28.6823,77.0349,347
7,28.6823,77.0349,298.5
8,28.6823,77.0349,301.5
9,28.6823,77.0349,359.5
10,28.6823,77.0349,385.5
11,28.6823,77.0349,301
12,28.6823,77.0349,205
13,28.6823,77.0349,179
14,28.6823,77.0349,170.5
15,28.6823,77.0349,149
16,28.6823,77.0349,129
17,28.6823,77.0349,189
18,28.6823,77.0349,187.5
19,28.6823,77.0349,197
20,28.6823,77.0349,232
21,28.6823,77.0349,303
22,28.6823,77.0349,336
23,28.6823,77.0349,368.5
0,28.6823,77.0349,470.5
1,28.6823,77.0349,553.5
2,28.6823,77.0349,526.5
3,28.6823,77.0349,396.5
4,28.6823,77.0349,349.5
5,28.6823,77.0349,414
6,28.6823,77.0349,491.5
7,28.6823,77.0349,560
8,28.6823,77.0349,552
9,28.6823,77.0349,527.5
10,28.6823,77.0349,501
11,28.6823,77.0349,338.5
12,28.6823,77.0349,208.5
13,28.6823,77.0349,218
14,28.6823,77.0349,232
15,28.6823,77.0349,215.75
17,28.6823,77.0349,243
18,28.6823,77.0349,308.5
19,28.6823,77.0349,361
20,28.6823,77.0349,451.5
21,28.6823,77.0349,447.5
22,28.6823,77.0349,356
23,28.6823,77.0349,364
0,28.6823,77.0349,380
1,28.6823,77.0349,393
2,28.6823,77.0349,375
3,28.6823,77.0349,380.5
4,28.6823,77.0349,409.5
5,28.6823,77.0349,410
6,28.6823,77.0349,378
7,28.6823,77.0349,366.5
8,28.6823,77.0349,378
9,28.6823,77.0349,387.5
10,28.6823,77.0349,359
11,28.6823,77.0349,292
12,28.6823,77.0349,250
13,28.6823,77.0349,241
14,28.6823,77.0349,230
15,28.6823,77.0349,222
12,28.6823,77.0349,290
13,28.6823,77.0349,274.5
14,28.6823,77.0349,260
15,28.6823,77.0349,264.5
16,28.6823,77.0349,262.5
17,28.6823,77.0349,273
18,28.6823,77.0349,290
19,28.6823,77.0349,282
20,28.6823,77.0349,273.5
21,28.6823,77.0349,264.5
22,28.6823,77.0349,246.5
23,28.6823,77.0349,245
0,28.6823,77.0349,243.5
1,28.6823,77.0349,212
2,28.6823,77.0349,190
3,28.6823,77.0349,209.5
4,28.6823,77.0349,229
5,28.6823,77.0349,234.5
6,28.6823,77.0349,231.5
7,28.6823,77.0349,226.5
8,28.6823,77.0349,235
9,28.6823,77.0349,274
10,28.6823,77.0349,363.5
11,28.6823,77.0349,407
13,28.6823,77.0349,475
14,28.6823,77.0349,387.5
15,28.6823,77.0349,299
16,28.6823,77.0349,283.5
17,28.6823,77.0349,257
18,28.6823,77.0349,242
19,28.6823,77.0349,239.5
20,28.6823,77.0349,236
21,28.6823,77.0349,237.5
22,28.6823,77.0349,186
23,28.6823,77.0349,117
0,28.6823,77.0349,111.5
1,28.6823,77.0349,121.5
2,28.6823,77.0349,146.5
3,28.6823,77.0349,128.5
4,28.6823,77.0349,89
5,28.6823,77.0349,89
6,28.6823,77.0349,89
7,28.6823,77.0349,89
8,28.6823,77.0349,89
9,28.6823,77.0349,89
16,28.6823,77.0349,61
17,28.6823,77.0349,56
18,28.6823,77.0349,76
19,28.6823,77.0349,94.5
20,28.6823,77.0349,111.5
21,28.6823,77.0349,132.5
22,28.6823,77.0349,124.5
23,28.6823,77.0349,110
0,28.6823,77.0349,96.5
1,28.6823,77.0349,97
2,28.6823,77.0349,96
3,28.6823,77.0349,90
13,28.6823,77.0349,213
14,28.6823,77.0349,165.5
15,28.6823,77.0349,108.5
16,28.6823,77.0349,99
0,28.5358,77.2764,368
1,28.5358,77.2764,363.25
2,28.5358,77.2764,329.75
3,28.5358,77.2764,328.25
4,28.5358,77.2764,330
5,28.5358,77.2764,301.5
6,28.5358,77.2764,273
7,28.5358,77.2764,352
8,28.5358,77.2764,424.5
9,28.5358,77.2764,460
10,28.5358,77.2764,434.5
11,28.5358,77.2764,327.5
12,28.5358,77.2764,216
13,28.5358,77.2764,174
14,28.5358,77.2764,179.5
15,28.5358,77.2764,190.5
16,28.5358,77.2764,191.5
17,28.5358,77.2764,202.5
18,28.5358,77.2764,234
19,28.5358,77.2764,294
20,28.5358,77.2764,352
21,28.5358,77.2764,418.5
22,28.5358,77.2764,448
23,28.5358,77.2764,408
0,28.5358,77.2764,434.5
1,28.5358,77.2764,483.5
2,28.5358,77.2764,446
3,28.5358,77.2764,402
4,28.5358,77.2764,357.5
5,28.5358,77.2764,336.5
6,28.5358,77.2764,345.5
7,28.5358,77.2764,365
8,28.5358,77.2764,384.5
9,28.5358,77.2764,376.5
10,28.5358,77.2764,302
11,28.5358,77.2764,206.5
12,28.5358,77.2764,164
13,28.5358,77.2764,153
14,28.5358,77.2764,185.5
15,28.5358,77.2764,191.5
16,28.5358,77.2764,166
17,28.5358,77.2764,173.5
18,28.5358,77.2764,233
19,28.5358,77.2764,302.5
20,28.5358,77.2764,325
21,28.5358,77.2764,333.5
22,28.5358,77.2764,356
23,28.5358,77.2764,382
0,28.5358,77.2764,387
1,28.5358,77.2764,348.5
2,28.5358,77.2764,299
3,28.5358,77.2764,307
4,28.5358,77.2764,345.5
5,28.5358,77.2764,355.5
6,28.5358,77.2764,384
7,28.5358,77.2764,411.5
8,28.5358,77.2764,440.5
9,28.5358,77.2764,436
10,28.5358,77.2764,370
11,28.5358,77.2764,334.5
12,28.5358,77.2764,290.5
13,28.5358,77.2764,238
14,28.5358,77.2764,228
15,28.5358,77.2764,221
16,28.5358,77.2764,203.5
17,28.5358,77.2764,211.5
18,28.5358,77.2764,225.5
19,28.5358,77.2764,224
20,28.5358,77.2764,238.5
21,28.5358,77.2764,246
22,28.5358,77.2764,241
23,28.5358,77.2764,225.5
0,28.5358,77.2764,202.5
1,28.5358,77.2764,192.5
2,28.5358,77.2764,190.5
3,28.5358,77.2764,185.5
4,28.5358,77.2764,170
5,28.5358,77.2764,152.5
6,28.5358,77.2764,161
7,28.5358,77.2764,200.5
8,28.5358,77.2764,223.5
9,28.5358,77.2764,220.5
10,28.5358,77.2764,224
11,28.5358,77.2764,207.5
13,28.5358,77.2764,175
14,28.5358,77.2764,201.5
15,28.5358,77.2764,212
16,28.5358,77.2764,200.5
17,28.5358,77.2764,189.5
18,28.5358,77.2764,174.5
19,28.5358,77.2764,188
20,28.5358,77.2764,206
21,28.5358,77.2764,197
22,28.5358,77.2764,177.5
23,28.5358,77.2764,181.5
0,28.5358,77.2764,178.5
1,28.5358,77.2764,161.5
2,28.5358,77.2764,159
3,28.5358,77.2764,157
4,28.5358,77.2764,158
5,28.5358,77.2764,157
6,28.5358,77.2764,153
7,28.5358,77.2764,169.5
8,28.5358,77.2764,178
9,28.5358,77.2764,178
10,28.5358,77.2764,192
11,28.5358,77.2764,209
12,28.5358,77.2764,234
13,28.5358,77.2764,256.5
14,28.5358,77.2764,270.5
15,28.5358,77.2764,273.5
16,28.5358,77.2764,243.5
17,28.5358,77.2764,183.5
18,28.5358,77.2764,149
19,28.5358,77.2764,158
20,28.5358,77.2764,161
21,28.5358,77.2764,156
22,28.5358,77.2764,150.5
23,28.5358,77.2764,178.5
0,28.5358,77.2764,183
1,28.5358,77.2764,164
2,28.5358,77.2764,176
3,28.5358,77.2764,170
4,28.5358,77.2764,168.5
5,28.5358,77.2764,175.5
6,28.5358,77.2764,178
7,28.5358,77.2764,195
8,28.5358,77.2764,273
9,28.5358,77.2764,276
10,28.5358,77.2764,207
11,28.5358,77.2764,201.5
